term;tag;value;pstv;neut;ngtv;dunno;distortion
перенервничать;NGTV;-1.0;0.04;0.08;0.84;0.04;0.0419
перенесение;NEUT;0.0;0.1333;0.6333;0.0667;0.1667;0.1
перенести;NEUT;0.0172;0.2;0.76;0.0;0.04;0.0
перенестись;NEUT;0.1;0.225;0.675;0.05;0.05;0.0611
перенимать;NEUT;0.2182;0.2772;0.4356;0.1584;0.1287;0.2489
перенос;NEUT;0.0;0.1485;0.6139;0.0891;0.1485;0.1426
переносимость;NEUT;0.3108;0.283;0.4811;0.0755;0.1604;0.0956
переносить;NEUT;0.0;0.12;0.8;0.04;0.04;0.0533
переноситься;NEUT;0.0217;0.16;0.6;0.04;0.2;0.05
переносица;NEUT;0.0;0.08;0.76;0.04;0.12;0.06
переноска;NEUT;0.0;0.1538;0.6538;0.0;0.1923;0.0
переносный;NEUT;0.0556;0.1786;0.6071;0.0714;0.1429;0.1
переносчик;NEUT;-0.1624;0.1333;0.5048;0.2095;0.1524;0.2182
переночевать;NEUT;0.2559;0.3019;0.5943;0.0566;0.0472;0.0672
перенять;NEUT;0.0455;0.1667;0.5833;0.0625;0.1875;0.0859
переоборудование;NEUT;0.4189;0.34;0.43;0.07;0.16;0.0844
переоборудовать;NEUT;0.4844;0.4118;0.4314;0.049;0.1078;0.0549
переобуваться;NEUT;0.0275;0.16;0.59;0.1;0.15;0.1625
переобуться;NEUT;0.0;0.0645;0.6774;0.1613;0.0968;0.0903
переобучение;NEUT;0.4818;0.3879;0.3966;0.1034;0.1121;0.131
переодевание;NEUT;0.0;0.1429;0.75;0.0;0.1071;0.0
переодевать;NEUT;0.0;0.1923;0.7692;0.0385;0.0;0.0462
переодеваться;NEUT;0.0;0.1154;0.8462;0.0385;0.0;0.0513
переодеть;NEUT;0.0;0.1538;0.8077;0.0;0.0385;0.0
переодеться;NEUT;0.229;0.26;0.55;0.1;0.09;0.1385
переорать;NGTV;-0.8143;0.098;0.2353;0.5588;0.1078;0.1152
переосмысление;PSTV;0.636;0.53;0.36;0.03;0.08;0.0317
переосмысливать;NEUT;0.4778;0.4272;0.4563;0.0388;0.0777;0.0424
переосмыслить;PSTV;0.5667;0.505;0.4158;0.0099;0.0693;0.0101
переоформить;NEUT;0.0357;0.1786;0.6429;0.0714;0.1071;0.1
переоформлять;NEUT;0.0;0.08;0.84;0.0;0.08;0.0
переохладить;NGTV;-0.9;0.0;0.2308;0.6923;0.0769;0.0
переохладиться;NGTV;-1.0;0.08;0.16;0.64;0.12;0.09
переохлаждать;NGTV;-0.9;0.037;0.2222;0.6667;0.0741;0.0391
переохлаждаться;NGTV;-1.0;0.0385;0.0769;0.8077;0.0769;0.0403
переохлаждение;NGTV;-1.0;0.0882;0.1471;0.7353;0.0294;0.0988
переоценивание;NGTV;-0.5254;0.17;0.3;0.48;0.05;0.2302
переоценивать;NGTV;-0.7991;0.1;0.25;0.57;0.08;0.1175
переоценить;NGTV;-0.7642;0.12;0.26;0.54;0.08;0.1467
переоценка;NEUT;-0.0772;0.2574;0.3069;0.3069;0.1287;0.4733
перепад;NEUT;0.0;0.0;0.6154;0.0769;0.3077;0.0
перепаивать;NGTV;-0.3611;0.0673;0.4423;0.2981;0.1923;0.0825
перепалка;NGTV;-1.0;0.0;0.1154;0.6923;0.1923;0.0
перепасть;NEUT;0.4394;0.31;0.37;0.09;0.23;0.1161
перепахать;NEUT;0.3365;0.29;0.46;0.11;0.14;0.1517
перепачкать;NGTV;-1.0;0.04;0.04;0.88;0.04;0.0418
перепачкаться;NGTV;-0.8889;0.05;0.22;0.64;0.09;0.0539
перепаять;NEUT;0.0455;0.1818;0.6364;0.0;0.1818;0.0
перепелиный;NEUT;0.0581;0.2162;0.7297;0.027;0.027;0.0304
перепеть;NEUT;0.387;0.3366;0.4653;0.0693;0.1287;0.0836
перепечатать;NEUT;0.1;0.24;0.72;0.04;0.0;0.0467
перепечатывать;NEUT;0.0;0.12;0.8;0.04;0.04;0.0533
перепиливать;NEUT;-0.0468;0.1373;0.5;0.1569;0.2059;0.2574
переписать;NEUT;0.16;0.22;0.56;0.13;0.09;0.2068
переписка;NEUT;0.2955;0.3333;0.5905;0.019;0.0571;0.0201
переписывание;NEUT;0.1327;0.23;0.55;0.16;0.06;0.2713
переписывать;NEUT;-0.1546;0.1485;0.5446;0.2277;0.0792;0.2454
переписываться;NEUT;0.5301;0.47;0.43;0.01;0.09;0.0102
перепить;NGTV;-0.9828;0.0857;0.1429;0.5429;0.2286;0.0992
переплавить;NEUT;0.1389;0.2277;0.6139;0.0594;0.099;0.0749
переплавлять;NEUT;0.0;0.16;0.64;0.04;0.16;0.05
перепланировать;NEUT;0.0556;0.1923;0.6538;0.0;0.1538;0.0
переплата;NGTV;-0.5561;0.16;0.28;0.47;0.09;0.2145
переплатить;NGTV;-1.0;0.08;0.16;0.76;0.0;0.0884
переплачивать;NGTV;-0.8551;0.1188;0.2277;0.604;0.0495;0.1422
переплести;NEUT;0.1;0.2222;0.6667;0.0741;0.037;0.0988
переплестись;NEUT;0.0;0.16;0.76;0.0;0.08;0.0
переплетать;NEUT;0.0;0.1556;0.7333;0.0667;0.0444;0.0952
переплетаться;NEUT;0.0556;0.2;0.68;0.04;0.08;0.048
переплетение;NEUT;0.1;0.2222;0.6667;0.037;0.0741;0.0432
переплывать;NEUT;0.1;0.24;0.72;0.0;0.04;0.0
переплыть;NEUT;0.314;0.3302;0.5566;0.0377;0.0755;0.042
переплюнуть;NEUT;0.3243;0.3654;0.375;0.1635;0.0962;0.2366
переплёт;NEUT;-0.0556;0.069;0.5862;0.1724;0.1724;0.0966
переползать;NEUT;0.1;0.2059;0.6176;0.0294;0.1471;0.0336
переползти;NEUT;0.0;0.1154;0.6923;0.0385;0.1538;0.0513
переполнение;NEUT;-0.2712;0.1553;0.4272;0.3107;0.1068;0.233
переполненность;NEUT;-0.1327;0.1538;0.5288;0.2212;0.0962;0.2609
переполненный;NEUT;-0.2264;0.14;0.52;0.26;0.08;0.2154
переполнить;NEUT;0.1435;0.2524;0.4563;0.1748;0.1165;0.2957
переполниться;NEUT;0.0;0.213;0.4815;0.213;0.0926;0.4259
переполнять;NEUT;0.1903;0.2549;0.598;0.1176;0.0294;0.1719
переполняться;NEUT;0.1346;0.2255;0.5098;0.1569;0.1078;0.266
переполох;NGTV;-0.8363;0.0826;0.2294;0.578;0.1101;0.0944
перепонка;NEUT;0.0;0.1724;0.6897;0.069;0.069;0.0966
перепортить;NGTV;-1.0;0.0935;0.0748;0.8037;0.028;0.1043
переправа;NEUT;0.2636;0.28;0.54;0.05;0.13;0.0589
переправить;NEUT;0.0833;0.1842;0.5789;0.0526;0.1842;0.0677
переправиться;NEUT;0.0625;0.2143;0.7143;0.0357;0.0357;0.0417
переправлять;NEUT;0.1944;0.2475;0.5743;0.0495;0.1287;0.0594
переправляться;NEUT;0.0556;0.1786;0.6071;0.0714;0.1429;0.1
перепробовать;NEUT;0.3108;0.3;0.51;0.06;0.13;0.072
перепроверить;NEUT;0.4833;0.4;0.39;0.11;0.1;0.1403
перепроверка;NEUT;0.1;0.2;0.6;0.04;0.16;0.048
перепроверять;NEUT;0.5;0.44;0.44;0.06;0.06;0.0682
перепрограммирование;NEUT;0.1;0.2045;0.6136;0.0682;0.1136;0.0909
перепродажа;NEUT;-0.0186;0.1712;0.5315;0.1802;0.1171;0.3338
перепродать;NEUT;-0.0199;0.1782;0.5248;0.1881;0.1089;0.3471
перепроизводство;NEUT;0.1778;0.2571;0.4667;0.1619;0.1143;0.2638
перепрыгивание;NEUT;0.1;0.2258;0.6774;0.0645;0.0323;0.0829
перепрыгивать;NEUT;0.1635;0.2277;0.5743;0.0396;0.1584;0.0465
перепрыгнуть;NEUT;0.0;0.1667;0.6667;0.0667;0.1;0.0933
перепрятать;NEUT;0.0;0.1154;0.8077;0.0385;0.0385;0.0513
перепрятывать;NEUT;-0.1843;0.1376;0.5229;0.2294;0.1101;0.2202
перепуг;NGTV;-0.8534;0.05;0.25;0.66;0.04;0.0538
перепугать;NGTV;-1.0;0.0385;0.1538;0.7308;0.0769;0.0405
перепугаться;NGTV;-1.0;0.08;0.08;0.72;0.12;0.0889
перепутать;NGTV;-0.7632;0.04;0.28;0.58;0.1;0.0428
перепутаться;NGTV;-0.4194;0.0583;0.466;0.3689;0.1068;0.0675
перепутывать;NGTV;-0.5672;0.0784;0.3627;0.4412;0.1176;0.0924
перепутываться;NGTV;-0.54;0.07;0.4;0.45;0.08;0.0809
перерабатывать;NEUT;0.4756;0.4;0.43;0.1;0.07;0.125
перерабатываться;NEUT;0.3213;0.3627;0.3529;0.1667;0.1176;0.2432
переработать;NEUT;0.1057;0.301;0.4369;0.233;0.0291;0.4134
переработка;PSTV;0.6429;0.5;0.3333;0.0784;0.0882;0.0907
перераспределение;NEUT;0.0882;0.1724;0.5345;0.069;0.2241;0.0966
перераспределять;NEUT;0.1061;0.2;0.59;0.09;0.12;0.1305
перерасти;NEUT;0.5079;0.4057;0.3962;0.0566;0.1415;0.0645
перервать;NGTV;-0.5847;0.0288;0.3462;0.4423;0.1827;0.0307
перерезание;NGTV;-0.5089;0.09;0.37;0.38;0.16;0.1113
перерезать;NEUT;-0.1;0.0;0.6667;0.2222;0.1111;0.0
перерисовать;NEUT;0.0727;0.2;0.6476;0.1143;0.0381;0.1796
перерисовывать;NEUT;0.2143;0.25;0.55;0.1;0.1;0.14
переродиться;NEUT;0.5172;0.4;0.38;0.07;0.15;0.0822
перерождаться;NEUT;0.5083;0.4059;0.396;0.0594;0.1386;0.0681
перерубить;NEUT;-0.2115;0.1386;0.5149;0.2475;0.099;0.2162
переругать;NGTV;-1.0;0.0357;0.1071;0.7143;0.1429;0.0375
переругаться;NGTV;-1.0;0.08;0.04;0.84;0.04;0.0876
перерывать;NGTV;-0.5;0.09;0.39;0.39;0.13;0.1108
перерыть;NEUT;0.0;0.0;0.76;0.08;0.16;0.0
пересадить;NEUT;0.0;0.08;0.88;0.0;0.04;0.0
пересадка;NEUT;0.0172;0.1923;0.7308;0.0385;0.0385;0.0462
пересадочный;NEUT;0.0;0.1556;0.7111;0.0667;0.0667;0.0952
пересажать;NEUT;-0.2617;0.1386;0.4554;0.2772;0.1287;0.2079
пересаживание;NEUT;0.0;0.1923;0.7692;0.0385;0.0;0.0462
пересаживать;NEUT;0.0676;0.1842;0.6053;0.0263;0.1842;0.0301
пересаживаться;NEUT;0.0;0.04;0.84;0.0;0.12;0.0
пересаливать;NGTV;-1.0;0.04;0.12;0.72;0.12;0.0422
пересдавать;NGTV;-0.3594;0.1667;0.3627;0.3922;0.0784;0.2375
пересдать;NEUT;0.3457;0.36;0.39;0.15;0.1;0.2125
пересдача;NGTV;-1.0;0.037;0.1481;0.7407;0.0741;0.0389
пересекать;NEUT;0.0;0.0385;0.8846;0.0;0.0769;0.0
пересекаться;NEUT;0.2347;0.24;0.5;0.06;0.2;0.075
переселение;NEUT;0.0;0.129;0.7419;0.0645;0.0645;0.0968
переселенческий;NEUT;0.0;0.0;0.6667;0.037;0.2963;0.0
переселить;NEUT;0.0;0.15;0.63;0.14;0.08;0.2707
переселиться;NEUT;0.1;0.2258;0.6774;0.0645;0.0323;0.0829
переселять;NEUT;0.0;0.1538;0.7692;0.0385;0.0385;0.0481
переселяться;NEUT;0.0714;0.2105;0.6842;0.0;0.1053;0.0
пересесть;NEUT;0.0;0.1089;0.7228;0.0891;0.0792;0.162
пересечение;NEUT;0.0;0.0741;0.8148;0.037;0.0741;0.0556
пересечь;NEUT;0.0357;0.1923;0.6923;0.0;0.1154;0.0
пересечься;NEUT;0.0;0.16;0.72;0.04;0.08;0.05
пересиливать;PSTV;0.6983;0.5192;0.2981;0.0962;0.0865;0.114
пересилить;PSTV;0.66;0.44;0.28;0.11;0.17;0.1375
пересказ;NEUT;0.1788;0.248;0.6;0.064;0.088;0.0805
пересказать;NEUT;0.141;0.2232;0.5982;0.0625;0.1161;0.08
пересказывание;NEUT;0.0806;0.2069;0.6552;0.069;0.069;0.092
пересказывать;NEUT;0.0;0.1154;0.8462;0.0;0.0385;0.0
перескакивание;NEUT;0.0;0.04;0.64;0.12;0.2;0.0533
перескакивать;NEUT;0.0;0.1724;0.6897;0.069;0.069;0.0966
перескочить;NEUT;0.1449;0.23;0.61;0.04;0.12;0.047
пересластить;NGTV;-0.7393;0.1569;0.2255;0.5392;0.0784;0.2025
переслать;NEUT;0.0;0.1429;0.6786;0.0357;0.1429;0.0446
переслащивать;NGTV;-0.6694;0.1345;0.2605;0.479;0.1261;0.1722
переслушать;NEUT;0.0758;0.1881;0.604;0.1089;0.099;0.172
пересматривать;NEUT;0.0455;0.2222;0.7778;0.0;0.0;0.0
пересмеиваться;NEUT;-0.2646;0.198;0.3465;0.3663;0.0891;0.3051
пересмотреть;NEUT;0.2444;0.2661;0.5403;0.0726;0.121;0.0924
пересолить;NGTV;-1.0;0.04;0.12;0.72;0.12;0.0422
пересохнуть;NGTV;-0.9;0.037;0.2222;0.6667;0.0741;0.0391
переспать;NEUT;-0.0731;0.2;0.43;0.24;0.13;0.3667
переспелый;NGTV;-0.5164;0.098;0.3922;0.4118;0.098;0.1214
переспорить;NEUT;-0.1202;0.2079;0.3663;0.2772;0.1485;0.3639
переспрашивать;NEUT;0.0;0.1333;0.7333;0.0667;0.0667;0.1
переспросить;NEUT;0.0357;0.2;0.72;0.0;0.08;0.0
перессорить;NGTV;-1.0;0.08;0.04;0.84;0.04;0.0876
перессориться;NGTV;-1.0;0.04;0.0;0.92;0.04;0.0417
переставать;NEUT;0.0;0.1538;0.8462;0.0;0.0;0.0
переставить;NEUT;0.0625;0.1935;0.6452;0.0645;0.0968;0.086
переставлять;NEUT;0.1;0.2381;0.7143;0.0238;0.0238;0.0262
перестановка;NEUT;0.2563;0.2941;0.5784;0.0588;0.0686;0.0706
перестараться;NGTV;-0.7696;0.0891;0.2772;0.5842;0.0495;0.1027
перестать;NEUT;-0.0676;0.0588;0.6765;0.2059;0.0588;0.0756
перестелить;NEUT;0.2;0.2523;0.5766;0.0811;0.0901;0.1071
перестирать;NEUT;0.0693;0.2475;0.4653;0.2079;0.0792;0.3826
перестрадать;NGTV;-0.3889;0.29;0.1;0.5;0.11;0.4582
перестраивать;NEUT;0.25;0.2735;0.547;0.0684;0.1111;0.0855
перестраиваться;NEUT;0.0357;0.1923;0.6923;0.0385;0.0769;0.0462
перестрахование;PSTV;0.6176;0.4851;0.3465;0.0594;0.1089;0.0667
перестраховка;PSTV;0.619;0.5049;0.3592;0.0291;0.1068;0.0308
перестраховщик;NEUT;0.1622;0.2667;0.3238;0.181;0.2286;0.3037
перестраховываться;PSTV;0.5902;0.48;0.37;0.05;0.1;0.0552
перестрелка;NGTV;-1.0;0.099;0.1386;0.6832;0.0792;0.1134
перестрелять;NGTV;-1.0;0.0882;0.1765;0.7059;0.0294;0.0993
перестроить;NEUT;0.25;0.28;0.56;0.08;0.08;0.1029
перестроиться;NEUT;0.2009;0.2475;0.5644;0.0792;0.1089;0.1046
перестукиваться;NEUT;0.0556;0.1786;0.6071;0.0714;0.1429;0.1
переступать;NEUT;-0.0567;0.1287;0.604;0.1782;0.0891;0.2217
переступить;NEUT;0.0;0.1782;0.5248;0.1782;0.1188;0.3564
пересушивать;NGTV;-0.6842;0.06;0.31;0.52;0.11;0.0669
пересушить;NGTV;-0.8571;0.1;0.21;0.56;0.13;0.1179
пересчитать;NEUT;0.1;0.2222;0.6667;0.0741;0.037;0.0988
пересчитывание;NEUT;0.2073;0.2762;0.619;0.0476;0.0571;0.0558
пересчитывать;NEUT;0.0;0.0345;0.931;0.0;0.0345;0.0
пересчёт;NEUT;0.125;0.2;0.56;0.12;0.12;0.192
пересылать;NEUT;0.0;0.1538;0.7308;0.0385;0.0769;0.0481
пересыпать;NEUT;-0.2332;0.1485;0.505;0.2772;0.0693;0.2281
пересыхание;NGTV;-0.7627;0.0381;0.2762;0.5714;0.1143;0.0406
пересыхать;NGTV;-0.7093;0.0508;0.2881;0.5169;0.1441;0.0558
перетаскать;NEUT;0.0;0.125;0.6;0.1;0.175;0.18
перетаскивание;NEUT;0.0;0.1538;0.6538;0.0;0.1923;0.0
перетаскивать;NEUT;0.0;0.04;0.68;0.08;0.2;0.06
перетасовать;NEUT;0.0;0.0385;0.6538;0.1154;0.1923;0.0513
перетасовка;NEUT;0.0;0.04;0.76;0.08;0.12;0.06
перетасовывать;NEUT;-0.01;0.1081;0.5946;0.1532;0.1441;0.1844
перетащить;NEUT;0.0;0.12;0.84;0.04;0.0;0.0533
перетекать;NEUT;0.0;0.12;0.72;0.04;0.12;0.0533
перетереться;NEUT;-0.2804;0.14;0.42;0.29;0.15;0.2076
перетерпеть;NGTV;-0.3932;0.1827;0.2788;0.4038;0.1346;0.2653
перетирать;NEUT;-0.0357;0.0714;0.6429;0.1786;0.1071;0.1
перетрудиться;NGTV;-0.8883;0.1176;0.2059;0.598;0.0784;0.1408
перетруждать;NGTV;-1.0;0.087;0.1449;0.6667;0.1014;0.0983
перетрусить;NGTV;-0.5766;0.1359;0.2913;0.4466;0.1262;0.1773
перетряхнуть;NEUT;0.0;0.1538;0.4808;0.1538;0.2115;0.3077
переть;NGTV;-0.473;0.049;0.3824;0.3529;0.2157;0.0558
переться;NGTV;-0.6964;0.0909;0.2727;0.4727;0.1636;0.1084
перетягивание;NEUT;0.0;0.1667;0.5196;0.1667;0.1471;0.3333
перетягивать;NEUT;0.0;0.1456;0.534;0.1456;0.1748;0.2913
перетянуть;NEUT;-0.1223;0.2;0.41;0.27;0.12;0.3481
переубедить;NEUT;0.316;0.3366;0.5644;0.0297;0.0693;0.0323
переубеждать;NEUT;-0.1;0.0333;0.6;0.2;0.1667;0.0389
переулок;NEUT;0.1;0.1923;0.5769;0.0385;0.1923;0.0462
переулочек;NEUT;0.0769;0.2;0.64;0.04;0.12;0.048
переусердствовать;NGTV;-0.7619;0.14;0.25;0.54;0.07;0.1763
переустановка;NEUT;0.0;0.1552;0.6379;0.069;0.1379;0.0996
переутомиться;NGTV;-0.8304;0.0792;0.2475;0.6139;0.0594;0.0894
переутомление;NGTV;-1.0;0.1373;0.1373;0.6471;0.0784;0.1664
переутомлять;NGTV;-0.9828;0.0;0.2;0.76;0.04;0.0
переутомляться;NGTV;-1.0;0.0333;0.1667;0.8;0.0;0.0347
переучивание;NEUT;-0.1261;0.1863;0.4118;0.2549;0.1471;0.3224
переучивать;NEUT;-0.0197;0.19;0.47;0.2;0.14;0.3705
переучиваться;NEUT;0.3128;0.35;0.39;0.16;0.1;0.2331
переучить;NEUT;0.4153;0.3564;0.4554;0.0792;0.1089;0.0968
переучиться;PSTV;0.7018;0.51;0.29;0.08;0.12;0.0925
переформулировка;NEUT;0.0;0.0645;0.8387;0.0;0.0968;0.0
перефразировать;NEUT;0.2563;0.2941;0.5784;0.049;0.0784;0.0572
перехваливание;NGTV;-0.9662;0.1604;0.1698;0.6321;0.0377;0.2011
перехваливать;NGTV;-0.9;0.08;0.2;0.6;0.12;0.0907
перехвалить;NGTV;-0.84;0.1748;0.165;0.5825;0.0777;0.2272
перехват;NEUT;-0.1237;0.1485;0.495;0.2079;0.1485;0.2546
перехватить;NEUT;0.0;0.1471;0.6275;0.1176;0.1078;0.2118
перехватывать;NEUT;0.1632;0.2059;0.5196;0.1275;0.1471;0.2063
перехитрить;NGTV;-0.3506;0.1471;0.4216;0.3627;0.0686;0.2067
переход;NEUT;0.2091;0.2476;0.5524;0.0095;0.1905;0.0099
переходить;NEUT;0.0;0.16;0.76;0.0;0.08;0.0
переходник;NEUT;0.1532;0.2269;0.5882;0.0504;0.1345;0.0616
переходный;NEUT;0.0357;0.1786;0.6429;0.0714;0.1071;0.1
перец;NEUT;0.1569;0.2255;0.5098;0.1471;0.1176;0.243
перечень;NEUT;0.0357;0.1724;0.6207;0.069;0.1379;0.0966
перечеркнуть;NGTV;-0.6667;0.1;0.3;0.48;0.12;0.1208
перечесть;NEUT;0.2282;0.2451;0.5196;0.0588;0.1765;0.0729
перечисление;NEUT;0.1;0.1667;0.5;0.0667;0.2667;0.0933
перечислить;NEUT;0.0;0.1786;0.7143;0.0714;0.0357;0.1
перечислять;NEUT;0.0172;0.1786;0.6786;0.0714;0.0714;0.1
перечисляться;NEUT;0.0;0.16;0.64;0.0;0.2;0.0
перечитать;NEUT;0.3837;0.3689;0.5146;0.0485;0.068;0.0549
перечитывание;NEUT;0.3837;0.38;0.53;0.01;0.08;0.0103
перечитывать;NEUT;0.448;0.4;0.42;0.12;0.06;0.156
перечить;NGTV;-0.8333;0.0495;0.2376;0.5941;0.1188;0.0536
перечёркивать;NGTV;-0.5323;0.0952;0.381;0.419;0.1048;0.1169
перешагивать;NEUT;0.0;0.08;0.68;0.0;0.24;0.0
перешагнуть;NEUT;0.0;0.16;0.72;0.0;0.12;0.0
перешепнуться;NEUT;-0.0816;0.1287;0.5941;0.1881;0.0891;0.2168
перешивать;NEUT;0.0938;0.19;0.58;0.1;0.13;0.1526
перешить;NEUT;0.1698;0.2549;0.3922;0.1667;0.1863;0.2756
перешнуровать;NEUT;0.0;0.04;0.84;0.04;0.08;0.08
перешёптывание;NEUT;-0.3276;0.07;0.52;0.32;0.09;0.0853
перешёптываться;NEUT;-0.1;0.0714;0.6429;0.2143;0.0714;0.0952
перила;NEUT;0.0806;0.2069;0.6552;0.0;0.1379;0.0
перилла;NEUT;0.1;0.2222;0.6667;0.0741;0.037;0.0988
периметр;NEUT;0.0;0.08;0.76;0.04;0.12;0.06
период;NEUT;0.0;0.04;0.6;0.08;0.28;0.06
периодически;NEUT;0.0;0.12;0.76;0.04;0.08;0.0533
периодический;NEUT;0.1;0.2162;0.6486;0.027;0.1081;0.0304
периодичность;NEUT;0.0806;0.2222;0.7037;0.0;0.0741;0.0
периферия;NEUT;0.0;0.1154;0.6923;0.0385;0.1538;0.0513
перламутр;NEUT;0.0;0.0357;0.7143;0.0357;0.2143;0.0714
перловка;NEUT;0.3718;0.3366;0.4851;0.0495;0.1287;0.0568
перловый;NEUT;0.3304;0.31;0.5;0.05;0.14;0.0581
пернатый;NEUT;0.0;0.1724;0.7241;0.069;0.0345;0.0966
перо;NEUT;0.0882;0.2273;0.7045;0.0;0.0682;0.0
перрон;NEUT;0.1757;0.2294;0.5596;0.055;0.156;0.0683
перс;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
персидский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
персик;PSTV;0.629;0.52;0.36;0.04;0.08;0.0431
персиковый;NEUT;0.2869;0.3168;0.5743;0.0198;0.0891;0.021
персонаж;NEUT;0.1;0.2118;0.6353;0.0588;0.0941;0.0752
персонал;NEUT;0.0;0.16;0.64;0.04;0.16;0.05
персональный;NEUT;0.2826;0.3396;0.6226;0.0;0.0377;0.0
перспектива;PSTV;0.7051;0.55;0.31;0.05;0.09;0.0545
перспективность;PSTV;1.0;0.8148;0.0741;0.037;0.0741;0.0387
перспективный;PSTV;1.0;0.88;0.08;0.0;0.04;0.0
перстень;NEUT;0.2429;0.2549;0.5196;0.1078;0.1176;0.1535
перфекционизм;NEUT;0.4375;0.35;0.42;0.09;0.14;0.1131
перфекционист;NEUT;0.4083;0.33;0.43;0.08;0.16;0.0994
перхоть;NGTV;-0.8802;0.0381;0.2381;0.6762;0.0476;0.0402
перцовый;NEUT;-0.1584;0.1442;0.4808;0.2212;0.1538;0.2383
перчатка;NEUT;0.0;0.1111;0.5556;0.037;0.2963;0.0494
перчик;NEUT;0.4211;0.35;0.44;0.1;0.11;0.1286
перчить;NEUT;-0.1878;0.15;0.53;0.25;0.07;0.24
першение;NGTV;-1.0;0.0;0.1923;0.7692;0.0385;0.0
першить;NGTV;-0.8265;0.0926;0.2037;0.5;0.2037;0.1097
перёд;NEUT;0.2642;0.2411;0.4643;0.0536;0.2411;0.0655
песенка;PSTV;0.8115;0.6408;0.2718;0.0097;0.0777;0.0099
песенный;NEUT;0.434;0.3267;0.396;0.0198;0.2574;0.021
песец;NEUT;0.2347;0.24;0.5;0.11;0.15;0.1604
песня;PSTV;0.5611;0.4804;0.402;0.0196;0.098;0.0204
песок;NEUT;0.0;0.1667;0.7;0.0667;0.0667;0.0933
песочек;NEUT;0.431;0.36;0.44;0.04;0.16;0.0444
песочница;NEUT;0.0;0.1538;0.6923;0.0385;0.1154;0.0481
песочный;NEUT;0.0;0.04;0.84;0.0;0.12;0.0
пессимизм;NGTV;-1.0;0.0714;0.1429;0.6786;0.1071;0.0789
