slice;term;answer;ratio
TEZ:REL_TYPE;плотник/человек;VERTICAL;0.9375
CLASS:WEATHER;плотное облако;BAD_WEATHER;1.0
CLASS:WEATHER;плотные облака;BAD_WEATHER;1.0
CLASS:WEATHER;плотный слой;BAD_WEATHER;1.0
CLASS:WEATHER;плотный туман;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;плошка;DISHES;0.9545
CLASS:MOVE;площадка;NO;1.0
TEZ:REL_TYPE;площадь/место;VERTICAL;1.0
CLASS:MOVE;плутать;YES;1.0
CLASS:WEATHER;плывущие облака;GOOD_WEATHER;1.0
CLASS:MOVE;плыть;YES;1.0
CLASS:BT/DISHES/FOOD;плюшка;FOOD;1.0
CLASS:WEATHER;пляж;GOOD_WEATHER;1.0
CLASS:MOVE;побегать;YES;1.0
CLASS:MOVE;побежать;YES;1.0
CLASS:MOVE;поберечь;NO;0.9375
CLASS:MOVE;побродить;YES;1.0
TEZ:REL_TYPE;повар/профессия;VERTICAL;1.0
TEZ:REL_TYPE;повар/человек;VERTICAL;1.0
CLASS:KIN;поведение;NO;1.0
CLASS:MOVE;повести;YES;1.0
TEZ:REL_TYPE;повесть/жанр;VERTICAL;1.0
TEZ:REL_TYPE;повесть/текст;VERTICAL;0.7059
CLASS:MOVE;поводить;YES;1.0
CLASS:MOVE;поворачивать;YES;1.0
CLASS:MOVE;поворачиваться;YES;1.0
CLASS:MOVE;погнать;YES;1.0
CLASS:MOVE;погнаться;YES;1.0
CLASS:WEATHER;погода;GOOD_WEATHER;1.0
CLASS:WEATHER;погожее утро;GOOD_WEATHER;1.0
CLASS:WEATHER;погожие дни;GOOD_WEATHER;1.0
CLASS:WEATHER;погожий день;GOOD_WEATHER;1.0
CLASS:WEATHER;погожий денёк;GOOD_WEATHER;1.0
CLASS:MOVE;погоня;YES;1.0
TEZ:REL_TYPE;погреб/место;VERTICAL;1.0
TEZ:REL_TYPE;погреб/помещение;VERTICAL;1.0
TEZ:REL_TYPE;подарок/событие;PART/WHOLE;1.0
CLASS:MOVE;подбадривать;NO;0.9333
CLASS:MOVE;подбегать;YES;1.0
CLASS:MOVE;подбираться;YES;1.0
CLASS:MOVE;подбодрить;NO;0.9583
CLASS:MOVE;подбрасывать;YES;1.0
TEZ:REL_TYPE;подвал/помещение;VERTICAL;0.8462
CLASS:MOVE;подвести;NO;1.0
CLASS:MOVE;подвигаться;YES;1.0
CLASS:MOVE;подгибаться;YES;0.9231
CLASS:MOVE;подгонять;YES;1.0
CLASS:KIN;подданный;NO;1.0
CLASS:MOVE;поделать;YES;0.92
CLASS:BT/DISHES/FOOD;поджаренное мясо;FOOD;1.0
CLASS:BT/DISHES/FOOD;поджаренный хлеб;FOOD;1.0
CLASS:BT/DISHES/FOOD;поджаристая корочка;FOOD;1.0
CLASS:MOVE;поджидать;NO;1.0
CLASS:BT/DISHES/FOOD;подзеркальник;BT;1.0
CLASS:MOVE;подзывать;NO;1.0
CLASS:MOVE;подивиться;NO;1.0
CLASS:MOVE;подкашиваться;YES;1.0
CLASS:MOVE;подкидывать;YES;0.7143
CLASS:MOVE;подкрадываться;YES;1.0
CLASS:MOVE;подлетать;YES;1.0
CLASS:MOVE;подлететь;YES;1.0
CLASS:BT/DISHES/FOOD;подлива;FOOD;1.0
CLASS:KIN;подлый негодяй;NO;1.0
CLASS:MOVE;поднимать;YES;1.0
CLASS:MOVE;подниматься;YES;0.7647
CLASS:BT/DISHES/FOOD;поднос;DISHES;1.0
TEZ:REL_TYPE;поднос/посуда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;подносик;DISHES;1.0
CLASS:BT/DISHES/FOOD;подносы;DISHES;1.0
CLASS:WEATHER;поднявшийся ветер;BAD_WEATHER;1.0
CLASS:MOVE;подняться;YES;1.0
CLASS:MOVE;подобрать;YES;1.0
CLASS:MOVE;подопечная;NO;1.0
CLASS:MOVE;подопечный;NO;1.0
CLASS:MOVE;подползать;YES;1.0
CLASS:MOVE;подпрыгивать;YES;1.0
CLASS:KIN;подруга;NO;1.0
CLASS:MOVE;подряд;NO;1.0
CLASS:MOVE;подскакивать;YES;1.0
CLASS:BT/DISHES/FOOD;подстаканник;DISHES;1.0
CLASS:MOVE;подтягиваться;YES;0.9444
CLASS:MOVE;подумать;NO;1.0
CLASS:MOVE;подхватить;YES;1.0
CLASS:MOVE;подхватывать;YES;1.0
CLASS:MOVE;подымать;YES;1.0
CLASS:MOVE;подыматься;YES;1.0
TEZ:REL_TYPE;поезд/транспорт;VERTICAL;1.0
CLASS:MOVE;пожаловаться;NO;1.0
CLASS:WEATHER;пожелтевшие листья;BAD_WEATHER;1.0
CLASS:WEATHER;пожухлая листва;BAD_WEATHER;1.0
CLASS:WEATHER;пожухлая трава;BAD_WEATHER;1.0
CLASS:WEATHER;пожухлые листья;BAD_WEATHER;1.0
CLASS:MOVE;позабыть;NO;1.0
CLASS:MOVE;позавидовать;NO;1.0
CLASS:MOVE;пойти;YES;1.0
CLASS:MOVE;показывать;YES;0.9167
CLASS:MOVE;показываться;YES;1.0
CLASS:MOVE;покачиваться;YES;1.0
CLASS:MOVE;покидать;YES;1.0
CLASS:KIN;покойная матушка;YES;1.0
CLASS:KIN;покойный отец;YES;1.0
CLASS:KIN;покойный родитель;YES;1.0
CLASS:MOVE;покрутиться;YES;1.0
TEZ:REL_TYPE;покупка/одежда;VERTICAL;1.0
TEZ:REL_TYPE;пол/комната;PART/WHOLE;0.9167
CLASS:WEATHER;полдень;TIME_OF_DAY;1.0
CLASS:MOVE;полетать;YES;1.0
CLASS:MOVE;полететь;YES;1.0
CLASS:MOVE;ползать;YES;1.0
CLASS:MOVE;ползти;YES;1.0
TEZ:REL_TYPE;полицейский/профессия;VERTICAL;0.7222
TEZ:REL_TYPE;полицейский/человек;VERTICAL;1.0
TEZ:REL_TYPE;полиция/профессия;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;поллитровка;DISHES;1.0
CLASS:KIN;полновластная хозяйка;NO;1.0
CLASS:WEATHER;полное безветрие;GOOD_WEATHER;1.0
CLASS:KIN;полноправная хозяйка;NO;0.9714
CLASS:MOVE;полный восторг;NO;1.0
CLASS:WEATHER;полный штиль;GOOD_WEATHER;1.0
TEZ:REL_TYPE;половник/еда;PART/WHOLE;1.0
CLASS:WEATHER;полуденная жара;GOOD_WEATHER;1.0
CLASS:WEATHER;полуденные часы;TIME_OF_DAY;0.9565
CLASS:WEATHER;полуденный час;TIME_OF_DAY;1.0
CLASS:WEATHER;полумрак;TIME_OF_DAY;1.0
CLASS:BT/DISHES/FOOD;полупустая бутылка;DISHES;1.0
CLASS:BT/DISHES/FOOD;полупустой бокал;DISHES;1.0
CLASS:BT/DISHES/FOOD;полупустой стакан;DISHES;1.0
CLASS:MOVE;получаться;NO;1.0
CLASS:MOVE;поляна;NO;1.0
CLASS:MOVE;полянка;NO;1.0
CLASS:WEATHER;полярная ночь;TIME_OF_DAY;0.9333
CLASS:BT/DISHES/FOOD;помадка;FOOD;1.0
TEZ:REL_TYPE;помещение/амбар;VERTICAL;1.0
TEZ:REL_TYPE;помещение/ангар;VERTICAL;0.9231
TEZ:REL_TYPE;помещение/вход;PART/WHOLE;1.0
TEZ:REL_TYPE;помещение/дверь;PART/WHOLE;1.0
TEZ:REL_TYPE;помещение/квартира;VERTICAL;0.6957
TEZ:REL_TYPE;помещение/кладовая;VERTICAL;1.0
TEZ:REL_TYPE;помещение/кладовка;VERTICAL;0.8125
TEZ:REL_TYPE;помещение/класс;VERTICAL;0.9167
TEZ:REL_TYPE;помещение/комната;SYN;0.9091
TEZ:REL_TYPE;помещение/кухня;VERTICAL;0.9231
TEZ:REL_TYPE;помещение/люстра;PART/WHOLE;1.0
TEZ:REL_TYPE;помещение/музей;VERTICAL;0.7333
TEZ:REL_TYPE;помещение/обои;PART/WHOLE;0.7857
TEZ:REL_TYPE;помещение/погреб;VERTICAL;1.0
TEZ:REL_TYPE;помещение/подвал;VERTICAL;1.0
TEZ:REL_TYPE;помещение/потолок;PART/WHOLE;1.0
TEZ:REL_TYPE;помещение/пространство;SYN;1.0
TEZ:REL_TYPE;помещение/сарай;VERTICAL;1.0
TEZ:REL_TYPE;помещение/склад;VERTICAL;1.0
TEZ:REL_TYPE;помещение/спальня;VERTICAL;1.0
TEZ:REL_TYPE;помещение/стена;PART/WHOLE;0.9286
TEZ:REL_TYPE;помещение/стены;PART/WHOLE;1.0
TEZ:REL_TYPE;помещение/студия;VERTICAL;1.0
TEZ:REL_TYPE;помещение/цех;VERTICAL;1.0
TEZ:REL_TYPE;помещение/чердак;VERTICAL;0.9091
TEZ:REL_TYPE;помидор/еда;VERTICAL;1.0
TEZ:REL_TYPE;помидор/плод;VERTICAL;1.0
TEZ:REL_TYPE;помидор/растение;VERTICAL;1.0
TEZ:REL_TYPE;помидор/ягода;VERTICAL;0.7333
CLASS:BT/DISHES/FOOD;помидорчик;FOOD;1.0
CLASS:MOVE;помниться;NO;1.0
CLASS:KIN;помощница;NO;1.0
CLASS:MOVE;помчаться;YES;1.0
CLASS:MOVE;понаблюдать;NO;1.0
CLASS:MOVE;понадеяться;NO;1.0
CLASS:MOVE;понестись;YES;1.0
CLASS:MOVE;понукать;NO;1.0
CLASS:MOVE;понять;NO;1.0
CLASS:MOVE;попасть;YES;0.6875
CLASS:MOVE;поползти;YES;1.0
CLASS:MOVE;попрыгать;YES;1.0
TEZ:REL_TYPE;попугай/птица;VERTICAL;1.0
CLASS:MOVE;пора;NO;1.0
CLASS:MOVE;порадоваться;NO;1.0
CLASS:MOVE;поражаться;NO;1.0
CLASS:WEATHER;пороша;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;порция;FOOD;1.0
CLASS:WEATHER;порыв;BAD_WEATHER;1.0
CLASS:WEATHER;порывистый ветер;BAD_WEATHER;1.0
CLASS:WEATHER;порывы;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;порядочный кусок;FOOD;1.0
CLASS:WEATHER;посветлевшее небо;GOOD_WEATHER;1.0
CLASS:MOVE;посвистывать;NO;0.6735
TEZ:REL_TYPE;послание/текст;VERTICAL;0.6875
CLASS:WEATHER;послеполуденный час;TIME_OF_DAY;1.0
CLASS:MOVE;поспеть;YES;1.0
CLASS:MOVE;поспешать;YES;1.0
TEZ:REL_TYPE;постройка/помещение;PART/WHOLE;1.0
TEZ:REL_TYPE;постройка/сооружение;SYN;0.9231
CLASS:KIN;поступок;NO;1.0
CLASS:KIN;постыдная тайна;NO;1.0
CLASS:BT/DISHES/FOOD;посуда;DISHES;1.0
TEZ:REL_TYPE;посуда/блюдо;VERTICAL;0.7692
TEZ:REL_TYPE;посуда/блюдце;VERTICAL;1.0
TEZ:REL_TYPE;посуда/бокал;VERTICAL;1.0
TEZ:REL_TYPE;посуда/вилка;VERTICAL;1.0
TEZ:REL_TYPE;посуда/глина;VERTICAL;1.0
TEZ:REL_TYPE;посуда/кастрюля;VERTICAL;1.0
TEZ:REL_TYPE;посуда/ложка;VERTICAL;1.0
TEZ:REL_TYPE;посуда/миска;VERTICAL;1.0
TEZ:REL_TYPE;посуда/обед;VERTICAL;1.0
TEZ:REL_TYPE;посуда/поднос;VERTICAL;1.0
TEZ:REL_TYPE;посуда/половник;VERTICAL;1.0
TEZ:REL_TYPE;посуда/прибор;VERTICAL;0.7059
TEZ:REL_TYPE;посуда/ресторан;PART/WHOLE;1.0
TEZ:REL_TYPE;посуда/рюмка;VERTICAL;0.9375
TEZ:REL_TYPE;посуда/сковорода;VERTICAL;1.0
TEZ:REL_TYPE;посуда/сковородка;VERTICAL;1.0
TEZ:REL_TYPE;посуда/стакан;VERTICAL;1.0
TEZ:REL_TYPE;посуда/тарелка;VERTICAL;1.0
TEZ:REL_TYPE;посуда/ужин;PART/WHOLE;1.0
TEZ:REL_TYPE;посуда/фужер;VERTICAL;1.0
TEZ:REL_TYPE;посуда/хрусталь;VERTICAL;1.0
TEZ:REL_TYPE;посуда/чайник;VERTICAL;1.0
TEZ:REL_TYPE;посуда/чашка;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;посудинка;DISHES;1.0
CLASS:BT/DISHES/FOOD;посудный шкаф;BT;1.0
CLASS:WEATHER;потемневшее небо;BAD_WEATHER;1.0
TEZ:REL_TYPE;потолок/комната;PART/WHOLE;0.95
TEZ:REL_TYPE;потолок/помещение;PART/WHOLE;0.9259
CLASS:KIN;потомство;YES;1.0
CLASS:MOVE;поторопиться;NO;1.0
TEZ:REL_TYPE;потребность/еда;VERTICAL;1.0
CLASS:MOVE;потренироваться;YES;0.9333
CLASS:WEATHER;потрескавшаяся земля;BAD_WEATHER;1.0
CLASS:MOVE;потряхивать;YES;1.0
CLASS:BT/DISHES/FOOD;походный котелок;DISHES;1.0
CLASS:WEATHER;похолодание;BAD_WEATHER;1.0
CLASS:MOVE;почва;NO;1.0
CLASS:KIN;почести;NO;1.0
CLASS:MOVE;почесть;NO;1.0
CLASS:KIN;почтенное семейство;PARTIAL;0.6818
CLASS:MOVE;пошевеливаться;YES;1.0
TEZ:REL_TYPE;поэзия/жанр;VERTICAL;0.6818
TEZ:REL_TYPE;поэзия/текст;VERTICAL;1.0
TEZ:REL_TYPE;поэма/жанр;VERTICAL;0.7059
TEZ:REL_TYPE;поэт/человек;VERTICAL;1.0
CLASS:KIN;правнучка;YES;1.0
TEZ:REL_TYPE;прадед/родственник;VERTICAL;1.0
TEZ:REL_TYPE;прадед/человек;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;праздничный торт;FOOD;1.0
CLASS:KIN;прапрабабушка;YES;1.0
TEZ:REL_TYPE;преданность/чувство;VERTICAL;0.8
CLASS:WEATHER;предвечерние сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;предвечерние часы;TIME_OF_DAY;1.0
CLASS:WEATHER;предвечерний час;TIME_OF_DAY;1.0
TEZ:REL_TYPE;предложения/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;предмет/книга;VERTICAL;1.0
TEZ:REL_TYPE;предмет/мебель;VERTICAL;1.0
TEZ:REL_TYPE;предмет/одежда;VERTICAL;1.0
CLASS:WEATHER;предрассветный сумрак;TIME_OF_DAY;1.0
CLASS:WEATHER;предрассветный туман;GOOD_WEATHER;1.0
CLASS:KIN;предстоящее замужество;NO;1.0
CLASS:MOVE;предупреждать;NO;1.0
CLASS:WEATHER;предутренние сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;предутренний сумрак;TIME_OF_DAY;0.9091
CLASS:WEATHER;предутренний туман;BAD_WEATHER;1.0
CLASS:WEATHER;предутренний час;TIME_OF_DAY;1.0
CLASS:KIN;прелестное дитя;NO;0.9167
CLASS:MOVE;преодолевать;YES;1.0
CLASS:MOVE;приближаться;YES;1.0
CLASS:WEATHER;приближающаяся гроза;BAD_WEATHER;1.0
CLASS:MOVE;приблизиться;YES;1.0
CLASS:BT/DISHES/FOOD;прибор;BT;1.0
TEZ:REL_TYPE;прибор/инструмент;SYN;1.0
TEZ:REL_TYPE;прибор/посуда;VERTICAL;0.8462
CLASS:MOVE;привыкать;NO;1.0
CLASS:MOVE;привыкнуть;NO;1.0
CLASS:MOVE;привязь;NO;1.0
CLASS:MOVE;пригибаться;YES;1.0
CLASS:KIN;приданое;NO;1.0
TEZ:REL_TYPE;призвание/профессия;SYN;1.0
CLASS:MOVE;приземляться;YES;1.0
CLASS:KIN;признанная красавица;NO;1.0
CLASS:MOVE;прикинуть;NO;1.0
TEZ:REL_TYPE;приключения/жанр;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;приличный кусок;FOOD;1.0
CLASS:MOVE;приметить;NO;1.0
CLASS:MOVE;приостановиться;NO;0.9231
CLASS:MOVE;приплясывать;YES;1.0
CLASS:MOVE;приподниматься;YES;1.0
CLASS:MOVE;припомнить;NO;1.0
CLASS:MOVE;припустить;NO;0.9167
CLASS:MOVE;присаживаться;YES;1.0
CLASS:MOVE;приседать;YES;1.0
CLASS:MOVE;присмотр;NO;1.0
CLASS:MOVE;пристраиваться;YES;1.0
CLASS:MOVE;пристроиться;YES;1.0
CLASS:MOVE;пританцовывать;YES;1.0
CLASS:MOVE;притащиться;YES;1.0
CLASS:MOVE;приходиться;NO;1.0
CLASS:MOVE;прихрамывать;YES;0.9091
CLASS:MOVE;прицепиться;NO;1.0
CLASS:KIN;приятельница;NO;1.0
CLASS:MOVE;пробегать;YES;1.0
CLASS:MOVE;пробежаться;YES;1.0
CLASS:MOVE;пробежка;YES;1.0
CLASS:MOVE;пробираться;YES;1.0
CLASS:MOVE;пробовать;NO;1.0
CLASS:BT/DISHES/FOOD;прованское масло;FOOD;1.0
CLASS:MOVE;проверять;NO;1.0
CLASS:MOVE;провожатый;NO;1.0
CLASS:MOVE;провожать;YES;1.0
CLASS:BT/DISHES/FOOD;прогорклый жир;FOOD;1.0
TEZ:REL_TYPE;программист/наука;VERTICAL;1.0
TEZ:REL_TYPE;программист/профессия;VERTICAL;1.0
TEZ:REL_TYPE;программист/человек;VERTICAL;1.0
CLASS:MOVE;прогулка;YES;1.0
CLASS:MOVE;продвигаться;YES;1.0
CLASS:MOVE;проделать;YES;1.0
CLASS:MOVE;проделывать;NO;1.0
CLASS:MOVE;продолжать;NO;1.0
CLASS:MOVE;проехаться;YES;1.0
CLASS:BT/DISHES/FOOD;прожаренное мясо;FOOD;1.0
TEZ:REL_TYPE;проза/жанр;VERTICAL;1.0
TEZ:REL_TYPE;проза/книга;VERTICAL;1.0
TEZ:REL_TYPE;проза/текст;VERTICAL;0.7222
CLASS:KIN;прозвище;NO;1.0
CLASS:MOVE;прозевать;NO;1.0
CLASS:WEATHER;прозрачная голубизна;GOOD_WEATHER;1.0
TEZ:REL_TYPE;произведение/книга;PART/WHOLE;0.7692
TEZ:REL_TYPE;происшествие/событие;SYN;1.0
CLASS:MOVE;пройти;YES;1.0
CLASS:MOVE;пройтись;YES;1.0
CLASS:MOVE;прок;NO;1.0
CLASS:BT/DISHES/FOOD;прокисшее молоко;FOOD;1.0
CLASS:MOVE;прокладывать;YES;1.0
CLASS:MOVE;пролетать;YES;1.0
CLASS:MOVE;пролететь;YES;1.0
CLASS:WEATHER;проливной дождь;BAD_WEATHER;1.0
CLASS:WEATHER;проливные дожди;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;пролитое пиво;FOOD;1.0
CLASS:MOVE;промахиваться;YES;0.9412
CLASS:WEATHER;промозглая погода;BAD_WEATHER;1.0
CLASS:WEATHER;промозглая сырость;BAD_WEATHER;1.0
CLASS:WEATHER;промозглое утро;BAD_WEATHER;1.0
CLASS:WEATHER;промозглый ветер;BAD_WEATHER;1.0
CLASS:WEATHER;промозглый туман;BAD_WEATHER;1.0
CLASS:WEATHER;промозглый холод;BAD_WEATHER;1.0
CLASS:MOVE;промчаться;YES;1.0
CLASS:MOVE;пронести;YES;1.0
CLASS:WEATHER;пронзительная синева;GOOD_WEATHER;1.0
CLASS:WEATHER;пронизывающая сырость;BAD_WEATHER;1.0
CLASS:WEATHER;пронизывающие ветры;BAD_WEATHER;1.0
CLASS:WEATHER;пронизывающий ветер;BAD_WEATHER;1.0
CLASS:WEATHER;пронизывающий холод;BAD_WEATHER;1.0
CLASS:MOVE;проноситься;YES;0.9333
CLASS:MOVE;пропасть;NO;1.0
TEZ:REL_TYPE;пропитание/еда;SYN;1.0
CLASS:MOVE;проплывать;YES;1.0
CLASS:MOVE;проплыть;YES;1.0
CLASS:MOVE;проползти;YES;1.0
CLASS:MOVE;проситься;NO;1.0
CLASS:MOVE;проскакивать;YES;1.0
CLASS:KIN;простая крестьянка;NO;1.0
TEZ:REL_TYPE;пространство/место;VERTICAL;0.9091
CLASS:MOVE;простыть;NO;1.0
TEZ:REL_TYPE;профессионал/человек;VERTICAL;1.0
TEZ:REL_TYPE;профессия/актёр;VERTICAL;1.0
TEZ:REL_TYPE;профессия/архитектор;VERTICAL;1.0
TEZ:REL_TYPE;профессия/банкир;VERTICAL;0.9091
TEZ:REL_TYPE;профессия/бухгалтер;VERTICAL;1.0
TEZ:REL_TYPE;профессия/водитель;VERTICAL;1.0
TEZ:REL_TYPE;профессия/воспитатель;VERTICAL;1.0
TEZ:REL_TYPE;профессия/врач;VERTICAL;1.0
TEZ:REL_TYPE;профессия/дворник;VERTICAL;1.0
TEZ:REL_TYPE;профессия/директор;VERTICAL;1.0
TEZ:REL_TYPE;профессия/доктор;VERTICAL;1.0
TEZ:REL_TYPE;профессия/журналист;VERTICAL;0.9231
TEZ:REL_TYPE;профессия/инженер;VERTICAL;1.0
TEZ:REL_TYPE;профессия/кассир;VERTICAL;1.0
TEZ:REL_TYPE;профессия/клерк;VERTICAL;1.0
TEZ:REL_TYPE;профессия/космонавт;VERTICAL;1.0
TEZ:REL_TYPE;профессия/лётчик;VERTICAL;1.0
TEZ:REL_TYPE;профессия/маляр;VERTICAL;1.0
TEZ:REL_TYPE;профессия/машинист;VERTICAL;1.0
TEZ:REL_TYPE;профессия/медсестра;VERTICAL;0.9091
TEZ:REL_TYPE;профессия/милиционер;VERTICAL;1.0
TEZ:REL_TYPE;профессия/опыт;PART/WHOLE;1.0
TEZ:REL_TYPE;профессия/официант;VERTICAL;1.0
TEZ:REL_TYPE;профессия/парикмахер;VERTICAL;1.0
TEZ:REL_TYPE;профессия/педагог;VERTICAL;0.9091
TEZ:REL_TYPE;профессия/плотник;VERTICAL;0.8
TEZ:REL_TYPE;профессия/повар;VERTICAL;1.0
TEZ:REL_TYPE;профессия/полицейский;VERTICAL;0.9167
TEZ:REL_TYPE;профессия/полиция;VERTICAL;0.7059
TEZ:REL_TYPE;профессия/призвание;SYN;1.0
TEZ:REL_TYPE;профессия/программист;VERTICAL;1.0
TEZ:REL_TYPE;профессия/работа;SYN;0.7059
TEZ:REL_TYPE;профессия/работник;VERTICAL;0.7143
TEZ:REL_TYPE;профессия/рабочий;VERTICAL;0.7222
TEZ:REL_TYPE;профессия/ремесло;SYN;1.0
TEZ:REL_TYPE;профессия/репортёр;VERTICAL;1.0
TEZ:REL_TYPE;профессия/сантехник;VERTICAL;1.0
TEZ:REL_TYPE;профессия/слесарь;VERTICAL;1.0
TEZ:REL_TYPE;профессия/столяр;VERTICAL;1.0
TEZ:REL_TYPE;профессия/стоматолог;VERTICAL;1.0
TEZ:REL_TYPE;профессия/строитель;VERTICAL;1.0
TEZ:REL_TYPE;профессия/таксист;VERTICAL;1.0
TEZ:REL_TYPE;профессия/тренер;VERTICAL;1.0
TEZ:REL_TYPE;профессия/уборщица;VERTICAL;1.0
TEZ:REL_TYPE;профессия/учитель;VERTICAL;1.0
TEZ:REL_TYPE;профессия/учёный;VERTICAL;1.0
TEZ:REL_TYPE;профессия/хирург;VERTICAL;1.0
TEZ:REL_TYPE;профессия/художник;VERTICAL;1.0
TEZ:REL_TYPE;профессия/швея;VERTICAL;1.0
TEZ:REL_TYPE;профессия/экономист;VERTICAL;1.0
TEZ:REL_TYPE;профессия/электрик;VERTICAL;1.0
TEZ:REL_TYPE;профессия/юрист;VERTICAL;0.9333
TEZ:REL_TYPE;профессор/человек;VERTICAL;1.0
