term;tag;value;pstv;ngtv;neut;dunno;pstvNgtvDisagreementRatio
периметр;NEUT;0.0;0.163;0.02;0.654;0.163;0.0
перина;NEUT;0.22;0.24;0.02;0.52;0.22;0.0
период;NEUT;0.0;0.073;0.073;0.659;0.195;0.0
периодика;NEUT;0.04;0.192;0.0;0.693;0.115;0.0
периодически;NEUT;0.0;0.089;0.044;0.8;0.067;0.0
периодический;NEUT;0.07;0.196;0.02;0.647;0.137;0.0
периодичность;NEUT;0.13;0.229;0.021;0.625;0.125;0.0
перископ;NEUT;0.05;0.171;0.024;0.585;0.22;0.0
перистый;NEUT;0.0;0.074;0.037;0.593;0.296;0.0
периферийный;NEUT;-0.02;0.033;0.133;0.501;0.333;0.0
периферический;NEUT;0.0;0.057;0.019;0.66;0.264;0.0
периферия;NEUT;0.0;0.083;0.042;0.604;0.271;0.0
перламутр;NEUT;0.09;0.191;0.043;0.596;0.17;0.0
перламутровый;NEUT;0.1;0.211;0.018;0.631;0.14;0.0
перловка;NEUT;0.34;0.325;0.05;0.508;0.117;0.0
перловый;NEUT;0.29;0.287;0.046;0.51;0.157;0.0
перманент;NEUT;0.0;0.077;0.038;0.616;0.269;0.0
перманентность;NEUT;0.18;0.208;0.059;0.505;0.228;0.0
перманентный;NEUT;0.06;0.167;0.067;0.566;0.2;0.0
пермский;NEUT;0.16;0.219;0.031;0.562;0.188;0.0
пернатый;NEUT;0.07;0.196;0.059;0.647;0.098;0.0
перо;NEUT;0.07;0.216;0.02;0.705;0.059;0.0
перочинный;NEUT;0.0;0.102;0.102;0.662;0.134;0.0
перпендикуляр;NEUT;0.0;0.147;0.064;0.651;0.138;0.0
перпендикулярный;NEUT;0.0;0.143;0.036;0.785;0.036;0.0
перрон;NEUT;0.13;0.211;0.057;0.578;0.154;0.0
перс;NEUT;0.26;0.24;0.025;0.471;0.264;0.0
персидский;NEUT;0.0;0.128;0.051;0.77;0.051;0.0
персик;PSTV;0.62;0.504;0.043;0.359;0.094;0.0
персиковый;NEUT;0.29;0.319;0.017;0.569;0.095;0.0
персиянин;NEUT;0.0;0.129;0.079;0.525;0.267;0.0
персиянка;NEUT;0.08;0.161;0.032;0.517;0.29;0.0
персона;NEUT;0.0;0.148;0.0;0.667;0.185;0.0
персонаж;NEUT;0.1;0.212;0.059;0.635;0.094;0.0
персонал;NEUT;0.01;0.175;0.025;0.675;0.125;0.0
персонализация;NEUT;0.0;0.111;0.0;0.852;0.037;0.0
персоналка;NEUT;0.12;0.158;0.069;0.446;0.327;0.0
персональный;NEUT;0.25;0.313;0.007;0.628;0.052;0.0
персонифицироваться;NEUT;0.36;0.234;0.032;0.347;0.387;0.0
перспектива;PSTV;0.69;0.539;0.052;0.313;0.096;0.0
перспективность;PSTV;1.0;0.78;0.049;0.098;0.073;0.0
перспективный;PSTV;1.0;0.815;0.0;0.129;0.056;0.0
перст;NEUT;0.12;0.179;0.026;0.513;0.282;0.0
перстень;NEUT;0.23;0.25;0.092;0.533;0.125;0.0
перстенёк;NEUT;0.27;0.21;0.086;0.399;0.305;0.0
перстневидный;NEUT;0.0;0.143;0.0;0.75;0.107;0.0
перуанец;NEUT;0.0;0.129;0.097;0.548;0.226;0.0
перуанский;NEUT;0.0;0.093;0.056;0.666;0.185;0.0
перфекционизм;NEUT;0.4;0.325;0.103;0.435;0.137;0.0
перфекционист;NEUT;0.45;0.362;0.069;0.422;0.147;0.0
перфоратор;NEUT;0.0;0.107;0.036;0.643;0.214;0.0
перхоть;NGTV;-0.9;0.031;0.685;0.229;0.055;0.0
перцовый;NEUT;-0.25;0.14;0.237;0.465;0.158;0.05
перчатка;NEUT;0.07;0.167;0.071;0.548;0.214;0.0
перчаточный;NEUT;0.0;0.123;0.053;0.561;0.263;0.0
перчик;NEUT;0.4;0.336;0.092;0.446;0.126;0.0
перчинка;NEUT;0.5;0.357;0.104;0.339;0.2;0.03
перчить;NEUT;-0.21;0.137;0.239;0.53;0.094;0.01
першение;NGTV;-0.99;0.038;0.673;0.174;0.115;0.0
першить;NGTV;-0.8;0.102;0.483;0.212;0.203;0.0
перьевой;NEUT;0.13;0.202;0.048;0.558;0.192;0.0
перёд;NEUT;0.26;0.24;0.064;0.464;0.232;0.0
песенка;PSTV;0.8;0.621;0.009;0.275;0.095;0.0
песенный;NEUT;0.34;0.286;0.025;0.445;0.244;0.0
песец;NEUT;0.28;0.256;0.103;0.479;0.162;0.0
пескарь;NEUT;0.16;0.192;0.038;0.491;0.279;0.0
пескоструйный;NEUT;0.0;0.148;0.037;0.63;0.185;0.0
песнопевец;NEUT;0.48;0.367;0.101;0.385;0.147;0.01
песнопение;PSTV;0.63;0.5;0.048;0.346;0.106;0.0
песня;PSTV;0.57;0.492;0.017;0.399;0.092;0.0
песок;NEUT;0.0;0.113;0.038;0.792;0.057;0.0
песочек;NEUT;0.41;0.351;0.036;0.451;0.162;0.0
песочница;NEUT;0.04;0.189;0.027;0.676;0.108;0.0
песочный;NEUT;0.0;0.115;0.019;0.751;0.115;0.0
пессимизм;NGTV;-0.85;0.059;0.608;0.235;0.098;0.0
пессимист;NGTV;-0.92;0.087;0.612;0.194;0.107;0.0
пессимистически;NGTV;-1.0;0.085;0.702;0.17;0.043;0.0
пессимистический;NGTV;-1.0;0.043;0.674;0.131;0.152;0.0
пессимистичность;NGTV;-1.0;0.102;0.644;0.152;0.102;0.0
пессимистичный;NGTV;-1.0;0.02;0.745;0.117;0.118;0.0
пессимистка;NGTV;-0.81;0.119;0.554;0.238;0.089;0.0
пестик;NEUT;0.14;0.206;0.039;0.549;0.206;0.0
пестицид;NGTV;-0.44;0.122;0.344;0.381;0.153;0.05
пестреть;NEUT;0.3;0.3;0.11;0.52;0.07;0.0
пестрить;NEUT;0.27;0.228;0.158;0.395;0.219;0.14
пестрота;NEUT;0.47;0.321;0.122;0.313;0.244;0.09
песцовый;NEUT;0.0;0.115;0.038;0.578;0.269;0.0
песчаник;NEUT;0.0;0.098;0.024;0.61;0.268;0.0
песчанка;NEUT;0.0;0.107;0.0;0.786;0.107;0.0
песчаный;NEUT;0.0;0.14;0.08;0.72;0.06;0.0
песчинка;NEUT;0.0;0.087;0.152;0.696;0.065;0.0
петарда;NEUT;-0.12;0.174;0.19;0.529;0.107;0.09
петелька;NEUT;0.04;0.175;0.088;0.632;0.105;0.0
петербургский;NEUT;0.19;0.234;0.065;0.548;0.153;0.0
петербуржец;NEUT;0.33;0.298;0.073;0.484;0.145;0.0
петиция;NEUT;0.12;0.182;0.061;0.515;0.242;0.0
петлеобразный;NEUT;0.0;0.049;0.122;0.683;0.146;0.0
петлица;NEUT;0.0;0.092;0.121;0.521;0.266;0.0
петлять;NEUT;-0.2;0.085;0.213;0.489;0.213;0.0
петрушка;NEUT;0.26;0.276;0.06;0.545;0.119;0.0
петуния;NEUT;0.36;0.288;0.058;0.433;0.221;0.0
петух;NEUT;0.26;0.25;0.097;0.492;0.161;0.0
петушиный;NGTV;-0.53;0.077;0.393;0.359;0.171;0.0
петушиться;NGTV;-1.0;0.029;0.706;0.147;0.118;0.0
петушок;NEUT;0.42;0.341;0.154;0.383;0.122;0.11
петь;PSTV;0.63;0.516;0.039;0.359;0.086;0.0
петься;NEUT;0.25;0.174;0.017;0.348;0.461;0.0
пехота;NEUT;0.05;0.175;0.088;0.614;0.123;0.0
пехотинец;NEUT;0.14;0.213;0.064;0.574;0.149;0.0
пехотный;NEUT;0.0;0.128;0.083;0.569;0.22;0.0
печалить;NGTV;-0.93;0.152;0.587;0.174;0.087;0.01
печалиться;NGTV;-0.92;0.078;0.641;0.203;0.078;0.0
печаль;NGTV;-1.0;0.056;0.806;0.096;0.042;0.0
печалька;NGTV;-1.0;0.091;0.75;0.091;0.068;0.0
печальный;NGTV;-1.0;0.018;0.754;0.158;0.07;0.0
печатание;NEUT;0.17;0.246;0.051;0.618;0.085;0.0
печатать;NEUT;0.0;0.16;0.02;0.72;0.1;0.0
печататься;NEUT;0.0;0.107;0.036;0.607;0.25;0.0
печатка;NEUT;0.0;0.115;0.038;0.655;0.192;0.0
печатный;NEUT;0.0;0.115;0.038;0.809;0.038;0.0
печать;NEUT;0.13;0.225;0.05;0.625;0.1;0.0
печенег;NGTV;-0.35;0.106;0.308;0.471;0.115;0.0
печенеги;NEUT;-0.29;0.058;0.252;0.457;0.233;0.0
печенежский;NEUT;-0.25;0.067;0.229;0.456;0.248;0.0
печение;NEUT;0.49;0.368;0.061;0.378;0.193;0.0
печень;NEUT;0.17;0.252;0.053;0.626;0.069;0.0
печенье;PSTV;0.64;0.528;0.057;0.358;0.057;0.0
печеньице;PSTV;1.0;0.727;0.03;0.152;0.091;0.0
печенька;PSTV;0.91;0.644;0.056;0.211;0.089;0.0
печка;NEUT;0.35;0.336;0.04;0.512;0.112;0.0
печник;NEUT;0.42;0.311;0.075;0.397;0.217;0.0
печной;NEUT;0.0;0.077;0.038;0.654;0.231;0.0
печься;NEUT;0.28;0.257;0.139;0.455;0.149;0.05
печёнка;NEUT;0.28;0.299;0.055;0.552;0.094;0.0
печёночный;NEUT;0.0;0.122;0.061;0.593;0.224;0.0
печёный;NEUT;0.45;0.354;0.097;0.416;0.133;0.0
пешеход;NEUT;0.18;0.26;0.038;0.633;0.069;0.0
пешеходный;NEUT;0.26;0.302;0.016;0.587;0.095;0.0
пешечком;NEUT;0.38;0.333;0.071;0.469;0.127;0.0
пеший;NEUT;0.0;0.128;0.064;0.68;0.128;0.0
пешка;NEUT;0.02;0.162;0.144;0.613;0.081;0.0
пешком;NEUT;0.0;0.137;0.039;0.726;0.098;0.0
пешочком;NEUT;0.38;0.378;0.025;0.53;0.067;0.0
пещера;NEUT;0.0;0.118;0.065;0.731;0.086;0.0
пещеристый;NEUT;0.0;0.074;0.056;0.555;0.315;0.0
пещерка;NEUT;0.08;0.22;0.0;0.7;0.08;0.0
пещерник;NEUT;0.0;0.121;0.03;0.516;0.333;0.0
пещерный;NEUT;-0.09;0.067;0.2;0.626;0.107;0.0
пи;NEUT;0.21;0.21;0.067;0.466;0.257;0.0
пиала;NEUT;0.41;0.262;0.065;0.337;0.336;0.0
пиалушка;NEUT;0.37;0.276;0.052;0.405;0.267;0.0
пианино;NEUT;0.34;0.356;0.008;0.56;0.076;0.0
пианист;NEUT;0.48;0.423;0.033;0.446;0.098;0.0
пианистка;NEUT;0.48;0.404;0.018;0.429;0.149;0.0
пиар;NEUT;0.14;0.2;0.192;0.504;0.104;0.14
пиар-акция;NEUT;0.42;0.304;0.088;0.383;0.225;0.0
пиар-кампания;NEUT;0.26;0.252;0.099;0.496;0.153;0.0
пиар-компания;NEUT;0.24;0.256;0.162;0.505;0.077;0.07
пиар-менеджер;NEUT;0.3;0.262;0.068;0.456;0.214;0.0
пиар-ход;NEUT;0.2;0.216;0.103;0.491;0.19;0.0
пиарщик;NEUT;0.21;0.218;0.202;0.437;0.143;0.21
пиарщица;NEUT;-0.28;0.132;0.263;0.482;0.123;0.02
пивбар;NEUT;-0.29;0.188;0.257;0.397;0.158;0.2
пивзавод;NEUT;0.02;0.17;0.13;0.65;0.05;0.0
пивко;NGTV;-0.45;0.306;0.372;0.215;0.107;0.53
пивнушка;NGTV;-0.64;0.144;0.464;0.288;0.104;0.05
пивовар;NEUT;0.23;0.232;0.128;0.48;0.16;0.02
пивоварение;NEUT;0.25;0.256;0.178;0.473;0.093;0.12
пивоваренный;NEUT;0.06;0.158;0.139;0.535;0.168;0.01
пивоварня;NEUT;0.12;0.176;0.167;0.481;0.176;0.11
пивцо;NGTV;-0.6;0.209;0.426;0.217;0.148;0.24
пигалица;NGTV;-0.62;0.105;0.386;0.263;0.246;0.02
пигмент;NEUT;0.05;0.194;0.032;0.677;0.097;0.0
пигментация;NEUT;-0.02;0.087;0.173;0.653;0.087;0.0
пигментный;NEUT;0.0;0.073;0.055;0.763;0.109;0.0
пиджак;NEUT;0.17;0.266;0.016;0.653;0.065;0.0
пиджачишко;NGTV;-0.37;0.208;0.297;0.327;0.168;0.27
пиджачный;NEUT;0.03;0.167;0.056;0.61;0.167;0.0
пиджачок;NEUT;0.38;0.345;0.076;0.487;0.092;0.0
пижама;NEUT;0.24;0.293;0.049;0.609;0.049;0.0
пижамный;NEUT;0.25;0.279;0.0;0.558;0.163;0.0
пижма;NEUT;0.19;0.168;0.088;0.392;0.352;0.0
пижон;NGTV;-0.81;0.08;0.49;0.21;0.22;0.0
пижонский;NGTV;-0.86;0.048;0.603;0.222;0.127;0.0
пижонство;NGTV;-1.0;0.038;0.538;0.116;0.308;0.0
пик;NEUT;0.22;0.248;0.083;0.534;0.135;0.0
пикантность;PSTV;0.72;0.529;0.049;0.285;0.137;0.0
пикантный;PSTV;0.64;0.478;0.071;0.318;0.133;0.0
пикап;NEUT;0.0;0.067;0.067;0.766;0.1;0.0
пикать;NEUT;-0.05;0.026;0.184;0.632;0.158;0.0
пикетирование;NEUT;-0.25;0.168;0.188;0.322;0.322;0.25
пикетировать;NGTV;-0.42;0.147;0.321;0.349;0.183;0.12
пикирование;NEUT;0.02;0.119;0.109;0.445;0.327;0.0
пикировать;NEUT;0.05;0.16;0.08;0.56;0.2;0.0
пикник;PSTV;0.94;0.725;0.014;0.218;0.043;0.0
пикнуть;NEUT;-0.07;0.021;0.208;0.688;0.083;0.0
пиковый;NEUT;0.12;0.178;0.158;0.496;0.168;0.08
пиксель;NEUT;0.0;0.118;0.059;0.676;0.147;0.0
пиктограмма;NEUT;0.0;0.038;0.115;0.578;0.269;0.0
пила;NEUT;0.0;0.078;0.098;0.726;0.098;0.0
пиление;NEUT;-0.18;0.078;0.194;0.466;0.262;0.0
пиликание;NGTV;-0.44;0.117;0.35;0.4;0.133;0.03
пиликанье;NEUT;-0.3;0.11;0.28;0.49;0.12;0.0
пиликать;NGTV;-0.38;0.142;0.317;0.416;0.125;0.07
пилить;NEUT;-0.11;0.112;0.2;0.584;0.104;0.0
пилка;NEUT;0.1;0.2;0.067;0.6;0.133;0.0
пилообразный;NEUT;0.0;0.107;0.107;0.64;0.146;0.0
пилорама;NEUT;0.05;0.131;0.056;0.449;0.364;0.0
пилот;NEUT;0.21;0.255;0.043;0.574;0.128;0.0
пилотаж;NEUT;0.32;0.317;0.02;0.524;0.139;0.0
пилотажный;NEUT;0.38;0.31;0.04;0.436;0.214;0.0
пилотирование;NEUT;0.36;0.336;0.034;0.496;0.134;0.0
пилотировать;NEUT;0.13;0.248;0.04;0.682;0.03;0.0
пилотка;NEUT;0.07;0.209;0.023;0.675;0.093;0.0
пилочка;NEUT;0.21;0.255;0.036;0.564;0.145;0.0
пилюлька;NEUT;0.37;0.304;0.08;0.446;0.17;0.0
пилюля;NEUT;0.29;0.264;0.132;0.464;0.14;0.03
пимпочка;NEUT;0.4;0.342;0.051;0.453;0.154;0.0
пинать;NGTV;-0.79;0.116;0.587;0.264;0.033;0.0
пинаться;NGTV;-1.0;0.024;0.756;0.147;0.073;0.0
пинг-понг;NEUT;0.31;0.328;0.044;0.555;0.073;0.0
пингвин;PSTV;0.62;0.5;0.039;0.352;0.109;0.0
пингвины;PSTV;0.63;0.516;0.032;0.355;0.097;0.0
пинцет;NEUT;0.04;0.18;0.06;0.64;0.12;0.0
пиньята;PSTV;0.66;0.374;0.089;0.236;0.301;0.0
пион;PSTV;0.62;0.487;0.025;0.345;0.143;0.0
пионер;PSTV;0.63;0.55;0.028;0.376;0.046;0.0
пионервожатая;NEUT;0.54;0.465;0.02;0.416;0.099;0.0
пионервожатый;PSTV;0.61;0.48;0.039;0.354;0.127;0.0
пионерка;PSTV;0.61;0.475;0.067;0.35;0.108;0.0
пионерлагерь;PSTV;0.66;0.474;0.105;0.298;0.123;0.0
пионерский;PSTV;0.55;0.479;0.041;0.414;0.066;0.0
пипетка;NEUT;0.0;0.06;0.06;0.76;0.12;0.0
пипка;NEUT;0.18;0.21;0.161;0.492;0.137;0.08
пир;PSTV;1.0;0.644;0.087;0.163;0.106;0.0
пирамида;NEUT;0.0;0.118;0.059;0.627;0.196;0.0
пирамидка;NEUT;0.28;0.3;0.025;0.55;0.125;0.0
пиранья;NGTV;-0.6;0.067;0.5;0.375;0.058;0.0
пират;NGTV;-0.82;0.145;0.555;0.227;0.073;0.01
пиратка;NGTV;-0.54;0.159;0.384;0.283;0.174;0.13
пиратски;NGTV;-0.91;0.086;0.586;0.19;0.138;0.0
пиратский;NGTV;-0.84;0.11;0.606;0.237;0.047;0.0
пиратство;NGTV;-0.81;0.022;0.622;0.267;0.089;0.0
пиратствовать;NGTV;-1.0;0.067;0.733;0.133;0.067;0.0
пировать;PSTV;0.9;0.652;0.022;0.217;0.109;0.0
пирога;NEUT;0.36;0.296;0.017;0.444;0.243;0.0
пирожный;PSTV;0.61;0.462;0.051;0.342;0.145;0.0
пирожок;PSTV;0.59;0.487;0.034;0.376;0.103;0.0
пиротехнический;NEUT;0.0;0.118;0.108;0.705;0.069;0.0
пирс;NEUT;0.11;0.2;0.038;0.591;0.171;0.0
пирсинг;NEUT;0.0;0.167;0.048;0.714;0.071;0.0
пирушка;PSTV;0.66;0.365;0.106;0.221;0.308;0.04
пируэт;NEUT;0.02;0.158;0.026;0.605;0.211;0.0
пиршество;PSTV;0.72;0.575;0.057;0.311;0.057;0.0
писака;NGTV;-0.8;0.1;0.48;0.21;0.21;0.0
писание;NEUT;0.26;0.287;0.089;0.555;0.069;0.0
писанина;NGTV;-0.87;0.114;0.579;0.211;0.096;0.0
писаный;NEUT;0.4;0.336;0.034;0.454;0.176;0.0
писарский;NEUT;0.03;0.139;0.069;0.515;0.277;0.0
писарь;NEUT;0.08;0.188;0.063;0.603;0.146;0.0
писатель;NEUT;0.52;0.436;0.03;0.414;0.12;0.0
писательница;NEUT;0.52;0.475;0.0;0.443;0.082;0.0
писательский;NEUT;0.0;0.167;0.033;0.733;0.067;0.0
писательство;NEUT;0.4;0.339;0.071;0.447;0.143;0.0
писать;NEUT;0.25;0.293;0.03;0.594;0.083;0.0
писаться;NGTV;-0.62;0.122;0.45;0.306;0.122;0.02
писец;NEUT;-0.34;0.194;0.313;0.424;0.069;0.17
писк;NEUT;-0.27;0.113;0.261;0.496;0.13;0.0
пискливый;NGTV;-0.55;0.069;0.461;0.401;0.069;0.0
пискля;NGTV;-0.92;0.077;0.615;0.193;0.115;0.0
писклявость;NGTV;-0.81;0.061;0.571;0.246;0.122;0.0
писклявый;NGTV;-0.68;0.026;0.564;0.342;0.068;0.0
пискнуть;NEUT;-0.03;0.048;0.19;0.691;0.071;0.0
пискун;NEUT;-0.32;0.085;0.248;0.411;0.256;0.0
писсуар;NEUT;0.0;0.099;0.109;0.653;0.139;0.0
пистолет;NGTV;-0.56;0.083;0.438;0.363;0.116;0.0
пистолетик;NEUT;-0.29;0.2;0.275;0.425;0.1;0.19
пистолетный;NGTV;-0.4;0.111;0.299;0.393;0.197;0.03
пистон;NEUT;-0.22;0.065;0.213;0.463;0.259;0.0
писулька;NGTV;-0.67;0.139;0.436;0.237;0.188;0.07
письменность;NEUT;0.44;0.408;0.025;0.492;0.075;0.0
письменный;NEUT;0.29;0.303;0.053;0.546;0.098;0.0
письмецо;NEUT;0.37;0.333;0.077;0.479;0.111;0.0
письмишко;NEUT;0.3;0.26;0.16;0.41;0.17;0.12
письмо;NEUT;0.0;0.158;0.018;0.684;0.14;0.0
письмоносец;NEUT;0.35;0.312;0.024;0.472;0.192;0.0
пися;NEUT;0.26;0.23;0.178;0.392;0.2;0.19
питание;PSTV;0.61;0.466;0.043;0.336;0.155;0.0
питательность;PSTV;1.0;0.696;0.065;0.152;0.087;0.0
питательный;PSTV;1.0;0.655;0.052;0.155;0.138;0.0
питать;PSTV;0.69;0.509;0.043;0.301;0.147;0.0
питаться;PSTV;0.63;0.543;0.026;0.371;0.06;0.0
питбуль;NEUT;0.16;0.222;0.077;0.564;0.137;0.0
питбультерьер;NEUT;0.19;0.231;0.029;0.538;0.202;0.0
питекантроп;NEUT;-0.14;0.097;0.155;0.418;0.33;0.0
питерец;NEUT;0.08;0.153;0.051;0.491;0.305;0.0
питерский;NEUT;0.33;0.298;0.053;0.482;0.167;0.0
питиё;NEUT;0.27;0.254;0.071;0.477;0.198;0.0
питомец;PSTV;0.64;0.553;0.015;0.371;0.061;0.0
питомица;NEUT;0.31;0.287;0.037;0.491;0.185;0.0
питомник;PSTV;0.66;0.483;0.069;0.31;0.138;0.0
питон;NEUT;-0.06;0.162;0.162;0.531;0.145;0.07
пить;NEUT;0.08;0.208;0.057;0.66;0.075;0.0
питьевой;NEUT;0.46;0.417;0.009;0.47;0.104;0.0
питьё;NEUT;0.1;0.219;0.041;0.658;0.082;0.0
пихать;NGTV;-0.62;0.132;0.455;0.306;0.107;0.03
пихаться;NGTV;-1.0;0.078;0.627;0.138;0.157;0.0
пихнуть;NGTV;-0.91;0.0;0.636;0.205;0.159;0.0
пихта;NEUT;0.23;0.252;0.019;0.535;0.194;0.0
пихтовый;NEUT;0.0;0.126;0.087;0.68;0.107;0.0
пицца;PSTV;0.61;0.496;0.042;0.361;0.101;0.0
пиццерия;PSTV;0.7;0.573;0.027;0.327;0.073;0.0
пичкать;NGTV;-0.81;0.078;0.51;0.216;0.196;0.0
пишмашинка;NEUT;0.1;0.161;0.065;0.484;0.29;0.0
пища;PSTV;0.64;0.55;0.015;0.366;0.069;0.0
пищалка;NEUT;-0.3;0.122;0.27;0.469;0.139;0.01
пищание;NEUT;-0.24;0.132;0.246;0.499;0.123;0.01
пищать;NEUT;-0.3;0.105;0.289;0.51;0.096;0.0
пищеварение;NEUT;0.4;0.351;0.052;0.463;0.134;0.0
пищеварительный;NEUT;0.24;0.279;0.036;0.577;0.108;0.0
пищевкусовой;NEUT;0.05;0.2;0.0;0.7;0.1;0.0
пищевод;NEUT;0.19;0.258;0.024;0.605;0.113;0.0
пищеводный;NEUT;0.09;0.214;0.0;0.667;0.119;0.0
пищевой;NEUT;0.04;0.167;0.019;0.592;0.222;0.0
пиявка;NEUT;-0.26;0.131;0.254;0.484;0.131;0.02
плавание;NEUT;0.53;0.459;0.015;0.422;0.104;0.0
плавательный;NEUT;0.19;0.233;0.039;0.544;0.184;0.0
плавать;NEUT;0.33;0.356;0.022;0.578;0.044;0.0
плавбаза;NEUT;0.12;0.185;0.037;0.519;0.259;0.0
плавильный;NEUT;0.2;0.245;0.036;0.555;0.164;0.0
плавильня;NEUT;0.0;0.136;0.062;0.617;0.185;0.0
плавить;NEUT;0.0;0.167;0.083;0.729;0.021;0.0
плавиться;NEUT;0.0;0.086;0.086;0.725;0.103;0.0
плавкий;NEUT;0.0;0.091;0.045;0.773;0.091;0.0
плавление;NEUT;0.0;0.077;0.038;0.808;0.077;0.0
плавленый;NEUT;0.0;0.08;0.06;0.78;0.08;0.0
плавник;NEUT;0.08;0.197;0.053;0.618;0.132;0.0
плавность;NEUT;0.53;0.447;0.033;0.414;0.106;0.0
плавный;PSTV;0.59;0.478;0.062;0.372;0.088;0.0
плавсостав;NEUT;0.29;0.221;0.087;0.394;0.298;0.0
плавун;NEUT;0.35;0.267;0.105;0.409;0.219;0.01
плавучесть;NEUT;0.21;0.29;0.01;0.65;0.05;0.0
плавучий;NEUT;0.0;0.133;0.044;0.667;0.156;0.0
плагиат;NGTV;-1.0;0.058;0.712;0.153;0.077;0.0
плагиатор;NGTV;-0.96;0.044;0.711;0.201;0.044;0.0
плазма;NEUT;0.1;0.211;0.07;0.631;0.088;0.0
плазматический;NEUT;0.06;0.151;0.068;0.507;0.274;0.0
плазменный;NEUT;0.06;0.171;0.114;0.577;0.138;0.0
плакальщица;NGTV;-0.5;0.039;0.363;0.363;0.235;0.0
плакат;NEUT;0.06;0.181;0.069;0.611;0.139;0.0
плакать;NGTV;-0.64;0.068;0.506;0.34;0.086;0.0
плакаться;NGTV;-0.88;0.038;0.642;0.226;0.094;0.0
плакса;NGTV;-1.0;0.019;0.755;0.132;0.094;0.0
плаксивость;NGTV;-0.82;0.039;0.592;0.243;0.126;0.0
плаксивый;NGTV;-1.0;0.024;0.805;0.098;0.073;0.0
плакучий;NGTV;-0.39;0.04;0.356;0.485;0.119;0.0
пламегаситель;NEUT;0.44;0.353;0.049;0.422;0.176;0.0
пламенеть;NEUT;-0.19;0.188;0.198;0.426;0.188;0.2
пламенность;PSTV;0.69;0.49;0.054;0.286;0.17;0.0
пламенный;PSTV;0.65;0.5;0.067;0.325;0.108;0.0
пламень;NEUT;0.17;0.2;0.067;0.5;0.233;0.0
пламя;NEUT;0.23;0.237;0.122;0.506;0.135;0.0
план;NEUT;0.38;0.359;0.023;0.503;0.115;0.0
планер;NEUT;0.21;0.24;0.02;0.54;0.2;0.0
планет;NEUT;0.22;0.214;0.049;0.465;0.272;0.0
планета;NEUT;0.33;0.333;0.045;0.539;0.083;0.0
планетарий;NEUT;0.44;0.419;0.026;0.504;0.051;0.0
планетарный;NEUT;0.19;0.21;0.076;0.495;0.219;0.0
планетка;NEUT;0.26;0.217;0.094;0.425;0.264;0.0
